Contigs	Prediction_software	type	start	end	bitscore	strand	\ 	Information	COVERAGE
31202_AS_042zhAM	Prodigal:002006	CDS	710	2356	.	-	0	ID=JHFGFCBP_00449;eC_number=6.1.1.20;Name=pheT;db_xref=COG:COG0072;gene=pheT;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O26864;locus_tag=JHFGFCBP_00449;product=Phenylalanine--tRNA ligase beta subunit	116.2149353
31202_AS_042zhAM	Prodigal:002006	CDS	2367	3290	.	-	0	ID=JHFGFCBP_00450;eC_number=6.1.1.20;Name=pheS;db_xref=COG:COG0016;gene=pheS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O26837;locus_tag=JHFGFCBP_00450;product=Phenylalanine--tRNA ligase alpha subunit	122.1363602
31264_AS_042zhAM	Prodigal:002006	CDS	371	736	.	+	0	ID=JHFGFCBP_00451;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00451;product=hypothetical protein	118.9535522
31264_AS_042zhAM	Prodigal:002006	CDS	1193	1756	.	+	0	ID=JHFGFCBP_00452;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00452;product=hypothetical protein	124.4255295
31264_AS_042zhAM	Prodigal:002006	CDS	1778	3679	.	+	0	ID=JHFGFCBP_00453;eC_number=6.2.1.40;db_xref=COG:COG0365;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A4YDT1;locus_tag=JHFGFCBP_00453;product=4-hydroxybutyrate--CoA ligase 1	132.7266083
31264_AS_042zhAM	Prodigal:002006	CDS	3682	4725	.	+	0	ID=JHFGFCBP_00454;eC_number=1.2.7.7;Name=vorB;db_xref=COG:COG0674;gene=vorB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80908;locus_tag=JHFGFCBP_00454;product=Ketoisovalerate oxidoreductase subunit VorB	121.1178131
32076_AS_042zhAM	Prodigal:002006	CDS	1120	2082	.	-	0	ID=JHFGFCBP_00455;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00455;product=hypothetical protein	99.8785019
32076_AS_042zhAM	Prodigal:002006	CDS	2072	3055	.	-	0	ID=JHFGFCBP_00456;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00456;product=hypothetical protein	115.3861771
32076_AS_042zhAM	Prodigal:002006	CDS	3123	3581	.	-	0	ID=JHFGFCBP_00457;db_xref=COG:COG1720;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O29998;locus_tag=JHFGFCBP_00457;product=S-adenosyl-L-methionine-binding protein	139.4575195
32076_AS_042zhAM	Prodigal:002006	CDS	3805	5409	.	-	0	ID=JHFGFCBP_00458;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00458;product=hypothetical protein	116.4778824
32076_AS_042zhAM	Prodigal:002006	CDS	5572	6072	.	-	0	ID=JHFGFCBP_00459;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00459;product=hypothetical protein	143.377243
32076_AS_042zhAM	Prodigal:002006	CDS	6331	7083	.	+	0	ID=JHFGFCBP_00460;eC_number=1.8.98.1;Name=hdrE;db_xref=COG:COG0247;gene=hdrE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8PVW4;locus_tag=JHFGFCBP_00460;product=Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit E	129.1806183
32076_AS_042zhAM	Prodigal:002006	CDS	7085	8455	.	+	0	ID=JHFGFCBP_00461;eC_number=1.8.98.1;Name=hdrD_1;db_xref=COG:COG0247;gene=hdrD_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P96797;locus_tag=JHFGFCBP_00461;product=Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D	119.8198395
32076_AS_042zhAM	Prodigal:002006	CDS	8517	9638	.	-	0	ID=JHFGFCBP_00462;eC_number=6.3.2.34;Name=fbiB_1;gene=fbiB_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01259;locus_tag=JHFGFCBP_00462;product=Bifunctional F420 biosynthesis protein FbiB	114.5329742
32076_AS_042zhAM	Prodigal:002006	CDS	9676	10938	.	-	0	ID=JHFGFCBP_00463;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00463;product=hypothetical protein	123.5035629
32076_AS_042zhAM	Prodigal:002006	CDS	10965	11750	.	-	0	ID=JHFGFCBP_00464;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00464;product=hypothetical protein	129.4707336
32076_AS_042zhAM	Prodigal:002006	CDS	11734	12771	.	-	0	ID=JHFGFCBP_00465;eC_number=7.6.2.8;Name=btuD_2;gene=btuD_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005;locus_tag=JHFGFCBP_00465;product=Vitamin B12 import ATP-binding protein BtuD	129.3005829
32076_AS_042zhAM	Prodigal:002006	CDS	12787	13767	.	-	0	ID=JHFGFCBP_00466;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00466;product=hypothetical protein	126.2375107
32076_AS_042zhAM	Prodigal:002006	CDS	13880	14686	.	-	0	ID=JHFGFCBP_00467;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00467;product=hypothetical protein	124.7025986
32076_AS_042zhAM	Prodigal:002006	CDS	14679	15440	.	-	0	ID=JHFGFCBP_00468;eC_number=7.6.2.8;Name=btuD_3;db_xref=COG:COG1120;gene=btuD_3;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HQ18;locus_tag=JHFGFCBP_00468;product=Cobalamin import ATP-binding protein BtuD	125.8858261
32076_AS_042zhAM	Prodigal:002006	CDS	15437	16435	.	-	0	ID=JHFGFCBP_00469;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00469;product=hypothetical protein	144.9049072
32076_AS_042zhAM	Prodigal:002006	CDS	16437	16787	.	-	0	ID=JHFGFCBP_00470;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00470;product=hypothetical protein	152.4017029
32076_AS_042zhAM	Prodigal:002006	CDS	17438	18220	.	-	0	ID=JHFGFCBP_00471;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00471;product=hypothetical protein	114.3192825
32076_AS_042zhAM	Prodigal:002006	CDS	18502	20493	.	-	0	ID=JHFGFCBP_00472;eC_number=3.5.3.12;Name=aguA;gene=aguA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01841;locus_tag=JHFGFCBP_00472;product=Agmatine deiminase	113.6942749
32076_AS_042zhAM	Prodigal:002006	CDS	20799	21050	.	-	0	ID=JHFGFCBP_00473;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00473;product=hypothetical protein	139.7976227
32076_AS_042zhAM	Prodigal:002006	CDS	21169	21345	.	-	0	ID=JHFGFCBP_00474;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00474;product=hypothetical protein	135.4576263
32076_AS_042zhAM	Prodigal:002006	CDS	21468	22703	.	-	0	ID=JHFGFCBP_00475;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00475;product=hypothetical protein	130.8479004
32076_AS_042zhAM	Prodigal:002006	CDS	22862	24019	.	-	0	ID=JHFGFCBP_00476;eC_number=2.8.1.7;Name=iscS2;db_xref=COG:COG1104;gene=iscS2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O29689;locus_tag=JHFGFCBP_00476;product=Cysteine desulfurase IscS 2	116.763382
32076_AS_042zhAM	Prodigal:002006	CDS	24104	24352	.	+	0	ID=JHFGFCBP_00477;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00477;product=hypothetical protein	108.9397583
32076_AS_042zhAM	Aragorn:001002	tRNA	24464	24536	.	+	.	ID=JHFGFCBP_00478;inference=COORDINATES:profile:Aragorn:001002;locus_tag=JHFGFCBP_00478;product=tRNA-Pro(ggg)	56.3424644
32076_AS_042zhAM	Prodigal:002006	CDS	24625	25437	.	+	0	ID=JHFGFCBP_00479;Name=xerC;gene=xerC;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01808;locus_tag=JHFGFCBP_00479;product=Tyrosine recombinase XerC	14.0024605
32076_AS_042zhAM	Prodigal:002006	CDS	25453	26328	.	-	0	ID=JHFGFCBP_00480;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00480;product=hypothetical protein	13.6426945
32076_AS_042zhAM	Prodigal:002006	CDS	26399	26662	.	-	0	ID=JHFGFCBP_00481;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00481;product=hypothetical protein	9.537879
32076_AS_042zhAM	Prodigal:002006	CDS	26949	27494	.	+	0	ID=JHFGFCBP_00482;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00482;product=hypothetical protein	16.6868134
32979_AS_042zhAM	Prodigal:002006	CDS	545	1444	.	+	0	ID=JHFGFCBP_00483;eC_number=6.3.2.33;Name=mptN;db_xref=COG:COG0189;gene=mptN;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58037;locus_tag=JHFGFCBP_00483;product=Tetrahydromethanopterin:alpha-L-glutamate ligase	123.5444412
32979_AS_042zhAM	Prodigal:002006	CDS	1490	2767	.	+	0	ID=JHFGFCBP_00484;eC_number=6.3.4.4;Name=purA;db_xref=COG:COG0104;gene=purA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O58187;locus_tag=JHFGFCBP_00484;product=Adenylosuccinate synthetase	121.4374008
32979_AS_042zhAM	Prodigal:002006	CDS	2807	4540	.	-	0	ID=JHFGFCBP_00485;eC_number=3.1.3.-;Name=ycdX;gene=ycdX;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01561;locus_tag=JHFGFCBP_00485;product=phosphatase YcdX	120.922142
32979_AS_042zhAM	Prodigal:002006	CDS	4581	5315	.	-	0	ID=JHFGFCBP_00486;Name=nrpRII;db_xref=COG:COG1693;gene=nrpRII;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8PVJ4;locus_tag=JHFGFCBP_00486;product=Global nitrogen regulator NrpRII	122.774147
32979_AS_042zhAM	Prodigal:002006	CDS	5408	6121	.	+	0	ID=JHFGFCBP_00487;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00487;product=hypothetical protein	142.9705811
32979_AS_042zhAM	Prodigal:002006	CDS	6153	9422	.	-	0	ID=JHFGFCBP_00488;eC_number=2.7.13.3;Name=rcsC_3;gene=rcsC_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00979;locus_tag=JHFGFCBP_00488;product=Sensor histidine kinase RcsC	136.965744
32979_AS_042zhAM	Prodigal:002006	CDS	9977	10321	.	+	0	ID=JHFGFCBP_00489;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00489;product=hypothetical protein	125.9304352
32979_AS_042zhAM	Prodigal:002006	CDS	10364	11368	.	-	0	ID=JHFGFCBP_00490;eC_number=3.1.-.-;Name=dinG;gene=dinG;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_02206;locus_tag=JHFGFCBP_00490;product=3'-5' exonuclease DinG	112.2915421
33177_AS_042zhAM	Prodigal:002006	CDS	161	1381	.	-	0	ID=JHFGFCBP_00491;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00491;product=hypothetical protein	211.4684753
33177_AS_042zhAM	Prodigal:002006	CDS	1546	1779	.	-	0	ID=JHFGFCBP_00492;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00492;product=hypothetical protein	159.3376007
33177_AS_042zhAM	Prodigal:002006	CDS	2089	3501	.	+	0	ID=JHFGFCBP_00493;Name=actP_1;gene=actP_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01426;locus_tag=JHFGFCBP_00493;product=Cation/acetate symporter ActP	123.2880402
33177_AS_042zhAM	Prodigal:002006	CDS	3720	3986	.	+	0	ID=JHFGFCBP_00494;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P15250;locus_tag=JHFGFCBP_00494;product=Chromosomal protein MC1b	144.6816406
33177_AS_042zhAM	Prodigal:002006	CDS	4177	5439	.	-	0	ID=JHFGFCBP_00495;eC_number=6.1.1.23;Name=aspS;db_xref=COG:COG0017;gene=aspS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8Q0R2;locus_tag=JHFGFCBP_00495;product=Aspartate--tRNA(Asp/Asn) ligase	124.3705444
33177_AS_042zhAM	Prodigal:002006	CDS	5587	5793	.	+	0	ID=JHFGFCBP_00496;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00496;product=hypothetical protein	110.7922668
33177_AS_042zhAM	Prodigal:002006	CDS	5790	8975	.	+	0	ID=JHFGFCBP_00497;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00497;product=hypothetical protein	137.0451965
33177_AS_042zhAM	Prodigal:002006	CDS	9018	9260	.	+	0	ID=JHFGFCBP_00498;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00498;product=hypothetical protein	167.5637817
33177_AS_042zhAM	Prodigal:002006	CDS	9400	10629	.	-	0	ID=JHFGFCBP_00499;Name=cdc6;db_xref=COG:COG1474;gene=cdc6;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P81413;locus_tag=JHFGFCBP_00499;product=ORC1-type DNA replication protein	142.7349548
33177_AS_042zhAM	Prodigal:002006	CDS	11404	11664	.	-	0	ID=JHFGFCBP_00500;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HKJ8;locus_tag=JHFGFCBP_00500;note=UPF0147 protein Ta0600;product=hypothetical protein	140.7854462
33177_AS_042zhAM	Prodigal:002006	CDS	11833	12246	.	+	0	ID=JHFGFCBP_00501;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00501;product=hypothetical protein	100.0458908
33177_AS_042zhAM	Prodigal:002006	CDS	12298	13512	.	+	0	ID=JHFGFCBP_00502;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00502;product=hypothetical protein	145.1127625
33177_AS_042zhAM	Prodigal:002006	CDS	13523	14095	.	-	0	ID=JHFGFCBP_00503;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00503;product=hypothetical protein	97.1064606
33177_AS_042zhAM	Prodigal:002006	CDS	14092	15117	.	-	0	ID=JHFGFCBP_00504;eC_number=2.1.1.195;Name=cbiD;db_xref=COG:COG1903;gene=cbiD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O29535;locus_tag=JHFGFCBP_00504;product=Cobalt-precorrin-5B C(1)-methyltransferase	129.8918152
33177_AS_042zhAM	Prodigal:002006	CDS	15098	15730	.	-	0	ID=JHFGFCBP_00505;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00505;product=hypothetical protein	129.2685699
33177_AS_042zhAM	Prodigal:002006	CDS	15742	17172	.	-	0	ID=JHFGFCBP_00506;eC_number=4.99.1.4;Name=cysG_2;gene=cysG_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01646;locus_tag=JHFGFCBP_00506;product=Siroheme synthase	124.2306061
33177_AS_042zhAM	Prodigal:002006	CDS	17202	17969	.	-	0	ID=JHFGFCBP_00507;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00507;product=hypothetical protein	120.5807266
33177_AS_042zhAM	Prodigal:002006	CDS	18080	18790	.	-	0	ID=JHFGFCBP_00508;eC_number=2.1.1.107;db_xref=COG:COG0007;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q46BL0;locus_tag=JHFGFCBP_00508;product=S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase	117.2784805
33177_AS_042zhAM	Prodigal:002006	CDS	18787	19395	.	-	0	ID=JHFGFCBP_00509;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00509;product=hypothetical protein	121.7651901
33177_AS_042zhAM	Prodigal:002006	CDS	19389	19901	.	-	0	ID=JHFGFCBP_00510;eC_number=2.1.1.196;Name=cbiT;db_xref=COG:COG2242;gene=cbiT;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O26249;locus_tag=JHFGFCBP_00510;product=putative cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)	123.8615952
33702_AS_042zhAM	Prodigal:002006	CDS	19	306	.	+	0	ID=JHFGFCBP_00511;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00511;product=hypothetical protein	82.1493073
33702_AS_042zhAM	Prodigal:002006	CDS	349	1500	.	+	0	ID=JHFGFCBP_00512;eC_number=3.5.4.31;Name=dadD_1;gene=dadD_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01281;locus_tag=JHFGFCBP_00512;product=5'-deoxyadenosine deaminase	119.4609375
33702_AS_042zhAM	Prodigal:002006	CDS	1522	1959	.	+	0	ID=JHFGFCBP_00513;db_xref=COG:COG0589;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q57997;locus_tag=JHFGFCBP_00513;product=Universal stress protein	138.5137024
33702_AS_042zhAM	Prodigal:002006	CDS	1956	2816	.	+	0	ID=JHFGFCBP_00514;db_xref=COG:COG0517;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58622;locus_tag=JHFGFCBP_00514;product=putative protein	124.3449478
33702_AS_042zhAM	Prodigal:002006	CDS	2875	4224	.	+	0	ID=JHFGFCBP_00515;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00515;product=hypothetical protein	133.6940765
33702_AS_042zhAM	Prodigal:002006	CDS	4246	5217	.	+	0	ID=JHFGFCBP_00516;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00516;product=hypothetical protein	107.7150192
33702_AS_042zhAM	Prodigal:002006	CDS	5468	5875	.	+	0	ID=JHFGFCBP_00517;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00517;product=hypothetical protein	101.6176453
33702_AS_042zhAM	Prodigal:002006	CDS	6190	6879	.	+	0	ID=JHFGFCBP_00518;eC_number=2.6.1.16;Name=glmS_2;db_xref=COG:COG0449;gene=glmS_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q6LWM9;locus_tag=JHFGFCBP_00518;product=Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	99.8608704
34031_AS_042zhAM	Prodigal:002006	CDS	298	750	.	+	0	ID=JHFGFCBP_00519;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00519;product=hypothetical protein	109.5695343
34031_AS_042zhAM	Prodigal:002006	CDS	1327	2877	.	-	0	ID=JHFGFCBP_00520;eC_number=1.8.1.8;Name=dsbD_1;gene=dsbD_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00399;locus_tag=JHFGFCBP_00520;product=Thiol:disulfide interchange protein DsbD	100.1850433
34031_AS_042zhAM	Prodigal:002006	CDS	2886	3458	.	-	0	ID=JHFGFCBP_00521;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00521;product=hypothetical protein	140.8865662
34031_AS_042zhAM	Prodigal:002006	CDS	3898	4221	.	+	0	ID=JHFGFCBP_00522;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00522;product=hypothetical protein	113.790123
34061_AS_042zhAM	Prodigal:002006	CDS	9	1478	.	+	0	ID=JHFGFCBP_00523;Name=sgrR;gene=sgrR;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01449;locus_tag=JHFGFCBP_00523;product=HTH-type transcriptional regulator SgrR	115.4442215
34061_AS_042zhAM	Prodigal:002006	CDS	1529	2476	.	+	0	ID=JHFGFCBP_00524;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00524;product=hypothetical protein	127.1466217
34061_AS_042zhAM	Prodigal:002006	CDS	2479	3333	.	+	0	ID=JHFGFCBP_00525;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00525;product=hypothetical protein	104.8116989
34061_AS_042zhAM	Prodigal:002006	CDS	3684	4151	.	+	0	ID=JHFGFCBP_00526;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00526;product=hypothetical protein	157.0555573
34061_AS_042zhAM	Prodigal:002006	CDS	4176	5843	.	+	0	ID=JHFGFCBP_00527;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00527;product=hypothetical protein	153.9202576
34061_AS_042zhAM	Prodigal:002006	CDS	5844	5975	.	+	0	ID=JHFGFCBP_00528;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00528;product=hypothetical protein	129.1439362
34061_AS_042zhAM	Prodigal:002006	CDS	6136	6867	.	-	0	ID=JHFGFCBP_00529;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00529;product=hypothetical protein	126.7472687
35363_AS_042zhAM	Prodigal:002006	CDS	179	1726	.	-	0	ID=JHFGFCBP_00530;eC_number=2.3.1.-;db_xref=COG:COG1243;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:D5VRB9;locus_tag=JHFGFCBP_00530;product=tRNA uridine(34) acetyltransferase	97.270668
35363_AS_042zhAM	Prodigal:002006	CDS	1714	2229	.	-	0	ID=JHFGFCBP_00531;eC_number=6.3.2.34;Name=fbiB_2;gene=fbiB_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01259;locus_tag=JHFGFCBP_00531;product=Bifunctional F420 biosynthesis protein FbiB	111.5310059
35363_AS_042zhAM	Prodigal:002006	CDS	2302	3243	.	-	0	ID=JHFGFCBP_00532;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00532;product=hypothetical protein	123.8142242
35363_AS_042zhAM	Prodigal:002006	CDS	3417	4289	.	+	0	ID=JHFGFCBP_00533;eC_number=2.4.2.17;Name=hisG;db_xref=COG:COG0040;gene=hisG;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O27550;locus_tag=JHFGFCBP_00533;product=ATP phosphoribosyltransferase	110.5589905
35363_AS_042zhAM	Aragorn:001002	tRNA	4315	4390	.	-	.	ID=JHFGFCBP_00534;inference=COORDINATES:profile:Aragorn:001002;locus_tag=JHFGFCBP_00534;product=tRNA-Arg(cct)	159.3421021
35363_AS_042zhAM	Prodigal:002006	CDS	4474	5910	.	-	0	ID=JHFGFCBP_00535;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00535;product=hypothetical protein	149.866394
35470_AS_042zhAM	Prodigal:002006	CDS	667	1611	.	-	0	ID=JHFGFCBP_00536;eC_number=3.5.4.39;Name=mptA;db_xref=COG:COG1469;gene=mptA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58185;locus_tag=JHFGFCBP_00536;product=GTP cyclohydrolase MptA	121.3343887
35470_AS_042zhAM	Prodigal:002006	CDS	1618	1848	.	-	0	ID=JHFGFCBP_00537;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00537;product=hypothetical protein	140.835495
35470_AS_042zhAM	Prodigal:002006	CDS	2029	2673	.	+	0	ID=JHFGFCBP_00538;eC_number=2.7.1.-;Name=kptA;db_xref=COG:COG1859;gene=kptA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9YFP5;locus_tag=JHFGFCBP_00538;product=putative RNA 2'-phosphotransferase	116.0062027
35470_AS_042zhAM	Prodigal:002006	CDS	2678	3289	.	-	0	ID=JHFGFCBP_00539;eC_number=2.5.1.89;Name=uppS;db_xref=COG:COG0020;gene=uppS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HH76;locus_tag=JHFGFCBP_00539;product=Tritrans%2Cpolycis-undecaprenyl-diphosphate synthase (GGDP specific)	119.622551
35470_AS_042zhAM	Prodigal:002006	CDS	3350	4564	.	+	0	ID=JHFGFCBP_00540;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00540;product=hypothetical protein	132.380249
35470_AS_042zhAM	Prodigal:002006	CDS	4629	5483	.	+	0	ID=JHFGFCBP_00541;eC_number=1.1.1.25;Name=aroE;db_xref=COG:COG0169;gene=aroE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58484;locus_tag=JHFGFCBP_00541;product=Shikimate dehydrogenase (NADP(+))	104.4900589
35470_AS_042zhAM	Prodigal:002006	CDS	5518	6408	.	+	0	ID=JHFGFCBP_00542;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00542;product=hypothetical protein	122.1964111
35470_AS_042zhAM	Prodigal:002006	CDS	6417	7145	.	-	0	ID=JHFGFCBP_00543;eC_number=1.12.98.4;Name=shyC;db_xref=COG:COG0543;gene=shyC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:E7FHW8;locus_tag=JHFGFCBP_00543;product=Sulfhydrogenase 2 subunit gamma	125.0082321
35470_AS_042zhAM	Prodigal:002006	CDS	7254	7400	.	+	0	ID=JHFGFCBP_00544;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00544;product=hypothetical protein	123.1224518
35470_AS_042zhAM	Prodigal:002006	CDS	8163	9410	.	-	0	ID=JHFGFCBP_00545;eC_number=1.4.1.3;Name=gdhA;gene=gdhA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q56304;locus_tag=JHFGFCBP_00545;product=Glutamate dehydrogenase	109.771637
35470_AS_042zhAM	Prodigal:002006	CDS	9834	10439	.	+	0	ID=JHFGFCBP_00546;eC_number=3.5.1.2;Name=hisH;gene=hisH;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00278;locus_tag=JHFGFCBP_00546;product=Imidazole glycerol phosphate synthase subunit HisH	110.6749191
35470_AS_042zhAM	Prodigal:002006	CDS	10433	11245	.	+	0	ID=JHFGFCBP_00547;eC_number=4.3.2.10;Name=hisF_2;db_xref=COG:COG0107;gene=hisF_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8ZY16;locus_tag=JHFGFCBP_00547;product=Imidazole glycerol phosphate synthase subunit HisF	131.956955
35470_AS_042zhAM	Prodigal:002006	CDS	11343	11603	.	+	0	ID=JHFGFCBP_00548;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00548;product=hypothetical protein	116.2222214
35470_AS_042zhAM	Prodigal:002006	CDS	11646	12035	.	-	0	ID=JHFGFCBP_00549;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00549;product=hypothetical protein	122.1923065
35470_AS_042zhAM	Prodigal:002006	CDS	12400	12948	.	+	0	ID=JHFGFCBP_00550;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00550;product=hypothetical protein	115.5300522
35470_AS_042zhAM	Prodigal:002006	CDS	12992	14167	.	-	0	ID=JHFGFCBP_00551;eC_number=1.3.7.11;db_xref=COG:COG0644;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O29786;locus_tag=JHFGFCBP_00551;product=Digeranylgeranylglycerophospholipid reductase	114.5051041
35470_AS_042zhAM	Prodigal:002006	CDS	14164	14334	.	-	0	ID=JHFGFCBP_00552;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_00552;product=hypothetical protein	153.1695862
